130	136	17680	18
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"Al2O3 WT%"	"CaO WT%"	"TiO2 WT%"	"K2O WT%"	"P2O5 WT%"	"FeO WT%"	"MnO WT%"	"Na2O WT%"	"MgO WT%"	"O WT%"	"Total"
0	-20.3325	5.271	72	87	11252	 65.5264	 23.3548	 5.64274	 .117952	 1.44545	 .106584	 1.52564	 .162936	 6.54676	 .111161	 .000000	 104.541
0	-20.332	5.271	73	87	11253	 60.8129	 24.7496	 6.02056	 .448638	 1.17746	 -.05808	 .994780	 .012209	 6.21802	 .098961	 .000000	 100.475
0	-20.3315	5.271	74	87	11254	 62.2989	 24.6226	 6.58424	 .238931	 1.19291	 .024096	 1.01232	 .031042	 7.23592	 .043298	 .000000	 103.284
0	-20.331	5.271	75	87	11255	 62.2479	 24.5758	 6.52787	 .059763	 1.27089	 -.05805	 .977295	 -.02549	 7.28831	 -.01419	 .000000	 102.850
0	-20.3305	5.271	76	87	11256	 61.5150	 24.1276	 6.98639	 .148405	 1.07582	 .106122	 1.08293	 -.00702	 6.43524	 .179680	 .000000	 101.650
0	-20.33	5.271	77	87	11257	 62.1785	 24.2118	 6.11885	 .388350	 1.14397	 .024150	 1.13614	 .068822	 7.39662	 .078502	 .000000	 102.746
0	-20.3295	5.271	78	87	11258	 62.3126	 24.3764	 5.94527	 .209780	 1.33354	 .065463	 .853457	 .125845	 6.64745	 .088286	 .000000	 101.958
0	-20.329	5.271	79	87	11259	 62.7758	 24.8862	 6.22977	 .180380	 1.35552	 .188913	 .747540	 .012558	 6.43866	 .007535	 .000000	 102.823
0	-20.3285	5.271	80	87	11260	 62.8129	 24.6977	 4.91932	 .300224	 1.28706	 .148337	 1.20837	 -.04393	 6.75014	 .192003	 .000000	 102.272
0	-20.328	5.271	81	87	11261	 64.7425	 22.8188	 5.24265	 .328389	 1.62979	 .065519	 1.34912	 .012112	 6.51667	 .088286	 .000000	 102.794
0	-20.3275	5.271	82	87	11262	 65.8299	 22.6669	 4.61296	 .622998	 2.02962	 .188549	 2.19634	 .124239	 6.11126	 .306071	 .000000	 104.689
0	-20.327	5.271	83	87	11263	 66.4242	 20.1071	 4.45619	 .921539	 2.51999	 .434959	 2.10794	 .010637	 5.11372	 .326020	 .000000	 102.422
0	-20.3265	5.271	84	87	11264	 67.8248	 18.1716	 3.28871	 .705938	 3.07698	 .393942	 3.53899	 .009131	 3.98424	 .358583	 .000000	 101.353
0	-20.326	5.271	85	87	11265	 68.3473	 15.4824	 2.46416	 1.35614	 4.30403	 .310315	 4.04836	 .026310	 2.11859	 .738930	 .000000	 99.1965
0	-20.3255	5.271	86	87	11266	 70.3337	 13.7454	 2.40043	 1.34871	 4.58102	 .801334	 5.22971	 .118636	 1.05378	 .862370	 .000000	 100.475
0	-20.325	5.271	87	87	11267	 68.3854	 13.9089	 1.93901	 1.46759	 4.88700	 .678128	 4.99851	 .137445	 .771098	 .927232	 .000000	 98.1003
0	-20.3245	5.271	88	87	11268	 68.4749	 14.2314	 1.85733	 1.67489	 4.84637	 .473166	 5.13935	 .062096	 .986999	 .759152	 .000000	 98.5056
0	-20.324	5.271	89	87	11269	 69.8128	 13.2782	 2.14085	 1.20065	 4.68036	 .556045	 5.10650	 .118781	 .870693	 .917212	 .000000	 98.6821
0	-20.3235	5.271	90	87	11270	 70.1021	 12.9344	 2.11880	 1.55666	 4.52147	 .596971	 5.23016	 .043317	 .690143	 .848877	 .000000	 98.6428
0	-20.323	5.271	91	87	11271	 70.6137	 13.8205	 1.95620	 1.73441	 4.20793	 .515422	 5.15876	 .250563	 .888329	 .986324	 .000000	 100.132
0	-20.3225	5.271	92	87	11272	 71.3390	 14.1564	 1.51574	 1.88437	 4.47150	 .597974	 5.03603	 .194490	 .803465	 1.10843	 .000000	 101.107
0	-20.322	5.271	93	87	11273	 66.5665	 12.9799	 1.59670	 1.43646	 4.74238	 .555491	 4.89061	 .306613	 .772259	 .905954	 .000000	 94.7528
0	-20.3215	5.271	94	87	11274	 64.1826	 11.6564	 1.83249	 1.81503	 4.76761	 .716111	 5.75002	 .097802	 .814547	 .638757	 .000000	 92.2714
0	-20.321	5.271	95	87	11275	 54.2454	 10.1175	 1.49349	 2.81956	 3.94950	 .660539	 13.4272	 .121185	 .680590	 .782325	 .000000	 88.2973
0	-20.3205	5.271	96	87	11276	 39.2157	 7.63830	 1.90519	 7.19120	 3.01977	 1.78168	 29.4353	 .360221	 .281558	 1.39742	 .000000	 92.2263
0	-20.32	5.271	97	87	11277	 19.9399	 5.09113	 2.18783	 10.9812	 1.70227	 1.76735	 49.8910	 .536128	 .173903	 1.90603	 .000000	 94.1767
0	-20.3195	5.271	98	87	11278	 7.98341	 3.45119	 1.57542	 13.7548	 .539252	 1.53637	 65.0831	 .309558	 .023703	 2.64771	 .000000	 96.9045
0	-20.319	5.271	99	87	11279	 2.41251	 2.33799	 .747125	 16.6976	 .255120	 .872904	 72.0236	 .612860	 .048267	 2.61278	 .000000	 98.6208
0	-20.3185	5.271	100	87	11280	 .770841	 1.72849	 .277641	 16.2241	 .077720	 .337975	 72.5649	 .637942	 -.03670	 2.94636	 .000000	 95.5293
0	-20.318	5.271	101	87	11281	 .448335	 1.97749	 .156999	 16.5743	 .072472	 .018675	 73.0203	 .737095	 -.09338	 2.81573	 .000000	 95.7281
0	-20.3175	5.271	102	87	11282	 .274506	 1.95355	 .104503	 15.7691	 .081591	 .053726	 75.3046	 .615915	 -.03792	 2.49143	 .000000	 96.6110
0	-20.317	5.271	103	87	11283	 .355570	 1.77445	 .122058	 16.2418	 .067258	 .018433	 74.8251	 .600706	 -.06585	 2.82523	 .000000	 96.7647
0	-20.3165	5.271	104	87	11284	 .193514	 1.59674	 .206862	 15.6276	 .105782	 -.01721	 73.9155	 .565838	 -.00973	 2.72962	 .000000	 94.9146
0	-20.316	5.271	105	87	11285	 .043483	 1.63546	 .121569	 16.9685	 .071873	 .018199	 74.7733	 .550209	 .160050	 2.50888	 .000000	 96.8515
0	-20.3155	5.271	106	87	11286	 .136427	 1.83422	 .001985	 14.8585	 .101010	 -.01716	 73.0982	 .431391	 -.06635	 2.79858	 .000000	 93.1768
0	-20.315	5.271	107	87	11287	 .146964	 1.74596	 .001865	 15.8645	 .086298	 .124372	 73.6298	 .649174	 -.06635	 2.37359	 .000000	 94.5562
0	-20.3145	5.271	108	87	11288	 .251434	 1.80105	 .155969	 16.6493	 .062306	 -.05249	 74.8779	 .366250	 .047080	 2.59084	 .000000	 96.7497
0	-20.314	5.271	109	87	11289	 .897463	 1.89415	 .105368	 15.9265	 .048028	 .018632	 73.8255	 .551163	 -.15018	 2.49995	 .000000	 95.6165
0	-20.3135	5.271	110	87	11290	 3.28164	 2.66461	 .317277	 15.8884	 .289685	 .056212	 70.7461	 .629348	 .158930	 2.31600	 .000000	 96.3482
0	-20.313	5.271	111	87	11291	 11.7631	 3.46353	 .353668	 14.2571	 .742590	 .316426	 63.2885	 .622798	 .915441	 1.85253	 .000000	 97.5756
0	-20.3125	5.271	112	87	11292	 20.3178	 4.65513	 .588625	 14.3996	 1.27096	 .253120	 53.9312	 .288449	 1.42908	 1.63670	 .000000	 98.7706
0	-20.312	5.271	113	87	11293	 15.9304	 3.94029	 .327410	 14.3371	 1.01151	 .138422	 58.1701	 .705838	 .688687	 1.84193	 .000000	 97.0917
0	-20.3115	5.271	114	87	11294	 7.41614	 2.83301	 .308223	 15.0341	 .456861	 .023021	 67.2554	 .692485	 .373848	 2.14918	 .000000	 96.5423
0	-20.311	5.271	115	87	11295	 5.60386	 2.39098	 .355991	 16.5757	 .252850	 .093452	 70.1957	 .501427	 .267454	 2.51047	 .000000	 98.7478
0	-20.3105	5.271	116	87	11296	 13.4714	 4.53508	 1.03044	 13.7438	 .736833	 .756452	 63.7867	 .424140	 .464508	 2.53829	 .000000	 101.488
0	-20.31	5.271	117	87	11297	 26.4022	 5.56818	 2.17287	 11.8814	 1.44181	 2.19661	 49.7139	 .742093	 .784895	 1.78680	 .000000	 102.691
0	-20.3095	5.271	118	87	11298	 42.2806	 7.82404	 3.33390	 9.98637	 2.57367	 2.99888	 31.5807	 .415817	 1.05151	 1.35060	 .000000	 103.396
0	-20.309	5.271	119	87	11299	 57.1056	 11.3464	 2.98720	 4.86097	 3.96635	 2.20197	 16.5685	 .191682	 1.15288	 .770472	 .000000	 101.152
0	-20.3085	5.271	120	87	11300	 67.0655	 13.1404	 1.55407	 3.14030	 4.60073	 .751472	 9.83731	 .130145	 .736870	 .581967	 .000000	 101.539
0	-20.308	5.271	121	87	11301	 68.2731	 13.3433	 1.65424	 1.88013	 4.83259	 .431986	 5.54307	 .042706	 1.09215	 .375113	 .000000	 97.4683
0	-20.3075	5.271	122	87	11302	 71.7025	 13.9505	 1.25731	 1.41118	 4.98405	 .393099	 4.98395	 .081893	 1.09861	 .599655	 .000000	 100.463
0	-20.307	5.271	123	87	11303	 71.7730	 14.2030	 1.25935	 1.14633	 5.07869	 .558180	 4.50806	 .157967	 1.35576	 .633287	 .000000	 100.674
0	-20.3065	5.271	124	87	11304	 71.5429	 14.3282	 1.49975	 1.20371	 5.15739	 .187235	 4.91357	 .044245	 .981981	 .609589	 .000000	 100.469
0	-20.306	5.271	125	87	11305	 72.4633	 14.4934	 1.23950	 .729416	 4.76620	 .394468	 4.81012	 .139221	 1.25778	 .621641	 .000000	 100.915
0	-20.3055	5.271	126	87	11306	 71.5327	 14.6895	 1.19848	 1.23513	 5.05566	 .311237	 4.75587	 -.01174	 1.11037	 .745052	 .000000	 100.622
0	-20.305	5.271	127	87	11307	 72.9305	 14.4390	 1.58607	 .735051	 4.84405	 .683962	 3.69955	 .065168	 1.10055	 .605572	 .000000	 100.690
0	-20.3045	5.271	128	87	11308	 71.7239	 13.7483	 1.74192	 .966182	 4.98280	 .680983	 4.82592	 .138569	 .916011	 .790480	 .000000	 100.515
0	-20.304	5.271	129	87	11309	 72.1054	 14.3900	 1.38113	 1.05916	 4.74877	 .146985	 4.29841	 .083099	 .828739	 .707748	 .000000	 99.7494
0	-20.3035	5.271	130	87	11310	 72.0883	 13.7723	 1.64127	 .877098	 4.77670	 .352563	 4.95084	 .063348	 .948905	 .688929	 .000000	 100.160
0	-20.368	5.2715	1	88	11311	 63.8249	 20.0993	 6.11861	 .681870	 1.70645	 .146431	 1.84246	 .010431	 6.10730	 .341215	 .000000	 100.879
0	-20.3675	5.2715	2	88	11312	 63.9485	 20.8238	 4.38735	 1.06440	 2.48790	 .310184	 2.77755	 .065975	 5.17509	 .361483	 .000000	 101.402
0	-20.367	5.2715	3	88	11313	 66.9940	 18.3583	 4.05179	 .675018	 2.93766	 .556646	 3.29095	 .121811	 4.14526	 .438558	 .000000	 101.570
0	-20.3665	5.2715	4	88	11314	 64.9551	 16.9124	 4.61259	 .701922	 3.08794	 2.67142	 3.69572	 .045425	 3.34803	 .665582	 .000000	 100.696
0	-20.366	5.2715	5	88	11315	 60.5373	 14.6080	 6.28627	 1.62253	 3.14559	 5.04975	 3.44284	 .119056	 2.72457	 .895278	 .000000	 98.4311
0	-20.3655	5.2715	6	88	11316	 50.7795	 11.0551	 11.4426	 1.41090	 2.74143	 13.2119	 3.36481	 .059570	 2.10438	 1.16684	 .000000	 97.3371
0	-20.365	5.2715	7	88	11317	 43.0107	 9.26032	 17.5707	 .988070	 2.43350	 18.7874	 3.23404	 .056354	 1.62646	 1.38294	 .000000	 98.3504
0	-20.3645	5.2715	8	88	11318	 49.9619	 10.8284	 14.3712	 1.28485	 3.10413	 14.2863	 4.33020	 .000504	 1.77517	 1.38190	 .000000	 101.325
0	-20.364	5.2715	9	88	11319	 61.9593	 12.2032	 6.31758	 1.46079	 3.83063	 5.55111	 5.45050	 .115738	 1.33783	 .987416	 .000000	 99.2140
0	-20.3635	5.2715	10	88	11320	 67.0087	 13.4459	 2.72030	 1.49458	 4.45695	 1.73542	 5.01556	 .155570	 1.02267	 .680103	 .000000	 97.7358
0	-20.363	5.2715	11	88	11321	 68.8416	 13.2084	 2.49333	 2.53035	 4.52421	 .715561	 5.20747	 .173827	 1.39200	 .787005	 .000000	 99.8737
0	-20.3625	5.2715	12	88	11322	 68.1226	 12.9735	 2.59410	 1.96436	 4.42870	 .430182	 5.61340	 .173364	 1.16169	 .969702	 .000000	 98.4316
0	-20.362	5.2715	13	88	11323	 67.3620	 12.0283	 2.40936	 2.25445	 4.51345	 .877102	 6.22706	 .190892	 1.10301	 .985776	 .000000	 97.9514
0	-20.3615	5.2715	14	88	11324	 66.0352	 12.4584	 2.81652	 2.68246	 4.31107	 1.27746	 7.66199	 .431432	 1.05071	 1.14590	 .000000	 99.8711
0	-20.361	5.2715	15	88	11325	 61.2406	 11.5129	 3.16566	 2.87977	 3.82544	 1.43413	 8.35888	 .130299	 1.02646	 1.20112	 .000000	 94.7753
0	-20.3605	5.2715	16	88	11326	 60.3694	 11.9408	 4.10171	 3.30403	 3.64487	 1.78624	 10.0352	 .220541	 1.04241	 1.21399	 .000000	 97.6592
0	-20.36	5.2715	17	88	11327	 59.7361	 11.9521	 4.62035	 3.70065	 3.36327	 2.25830	 11.3264	 .348645	 1.08846	 1.79596	 .000000	 100.190
0	-20.3595	5.2715	18	88	11328	 62.5059	 11.2978	 4.33502	 3.94792	 3.78474	 2.66177	 10.4751	 .294610	 .958140	 1.54737	 .000000	 101.808
0	-20.359	5.2715	19	88	11329	 64.8214	 12.4633	 2.82844	 3.35426	 3.93723	 1.67888	 8.31070	 .243363	 .987779	 1.59283	 .000000	 100.218
0	-20.3585	5.2715	20	88	11330	 67.3683	 12.9950	 2.20991	 1.84005	 4.28870	 .756580	 6.49334	 .116211	 1.33586	 .998574	 .000000	 98.4026
0	-20.358	5.2715	21	88	11331	 67.4953	 12.9626	 2.72616	 2.22146	 4.31222	 .835807	 6.68357	 .265256	 1.02284	 .722565	 .000000	 99.2478
0	-20.3575	5.2715	22	88	11332	 67.3936	 12.6500	 2.36701	 2.37110	 4.27790	 1.08088	 6.50890	 .190758	 .953019	 1.15778	 .000000	 98.9509
0	-20.357	5.2715	23	88	11333	 68.0287	 12.8660	 2.88680	 2.25218	 4.42295	 .916722	 6.70224	 .209105	 1.05544	 1.14828	 .000000	 100.488
0	-20.3565	5.2715	24	88	11334	 65.9325	 13.3311	 2.75040	 1.95994	 4.32706	 .958694	 6.22787	 .078575	 .899431	 1.10859	 .000000	 97.5742
0	-20.356	5.2715	25	88	11335	 67.8078	 12.7713	 2.58678	 2.13255	 4.40359	 .958080	 6.91399	 .171524	 1.02239	 1.25236	 .000000	 100.020
0	-20.3555	5.2715	26	88	11336	 69.5822	 13.1007	 2.68931	 2.25527	 4.52876	 .633075	 6.42225	 .209784	 1.18654	 .836520	 .000000	 101.445
0	-20.355	5.2715	27	88	11337	 67.0371	 12.8798	 2.08968	 2.25558	 4.51181	 .592952	 6.28113	 .022371	 .916709	 .822525	 .000000	 97.4097
0	-20.3545	5.2715	28	88	11338	 66.9561	 12.8565	 2.10914	 2.55294	 4.51055	 .633424	 5.87423	 .191455	 .948970	 .879230	 .000000	 97.5125
0	-20.354	5.2715	29	88	11339	 67.1987	 13.1270	 2.57212	 1.81280	 4.49844	 .633643	 6.12264	 .172642	 1.09932	 .949170	 .000000	 98.1865
0	-20.3535	5.2715	30	88	11340	 65.0523	 13.0622	 2.74047	 2.57101	 4.36475	 .751925	 7.11861	 .189261	 1.48399	 .995035	 .000000	 98.3296
0	-20.353	5.2715	31	88	11341	 63.8939	 12.7069	 4.03388	 3.08244	 3.67826	 1.87406	 9.22046	 .297774	 1.46167	 1.44380	 .000000	 101.693
0	-20.3525	5.2715	32	88	11342	 64.3291	 12.1218	 4.05167	 3.11141	 3.33049	 1.79527	 9.15055	 .410032	 1.63449	 1.58811	 .000000	 101.523
0	-20.352	5.2715	33	88	11343	 66.8982	 14.0329	 2.72490	 2.22303	 3.93371	 1.20270	 6.57837	 .284712	 1.58997	 1.12908	 .000000	 100.598
0	-20.3515	5.2715	34	88	11344	 66.2774	 14.8112	 2.97318	 1.78966	 3.69985	 .185563	 5.20767	 .211933	 2.00117	 .630504	 .000000	 97.7881
0	-20.351	5.2715	35	88	11345	 67.1893	 16.1701	 2.77781	 1.67795	 3.60723	 .555274	 4.54100	 .082094	 2.71756	 .790985	 .000000	 100.109
0	-20.3505	5.2715	36	88	11346	 64.7129	 17.4976	 3.78046	 1.56194	 3.35391	 .839970	 4.02821	 .082420	 2.98469	 .825280	 .000000	 99.6674
0	-20.35	5.2715	37	88	11347	 62.7200	 18.5440	 5.81163	 .822526	 2.67775	 2.13911	 3.23455	 .102098	 3.85861	 .438702	 .000000	 100.349
0	-20.3495	5.2715	38	88	11348	 59.9511	 20.3447	 7.27717	 .857999	 1.95914	 4.11044	 2.17527	 -.00973	 4.85135	 .417869	 .000000	 101.935
0	-20.349	5.2715	39	88	11349	 59.1313	 21.6426	 6.80471	 .234724	 1.46686	 2.55050	 1.55910	 -.00818	 5.41570	 .189293	 .000000	 98.9867
0	-20.3485	5.2715	40	88	11350	 62.1565	 23.7704	 6.92396	 .476604	 1.25771	 .597442	 1.18868	 -.04517	 6.35764	 .179286	 .000000	 102.863
0	-20.348	5.2715	41	88	11351	 61.8952	 24.6180	 6.54854	 -.03004	 1.05019	 .106465	 .959918	 .012307	 6.72717	 .076843	 .000000	 101.965
0	-20.3475	5.2715	42	88	11352	 59.6492	 23.9629	 6.46771	 -.00037	 1.09387	 .024152	 .924297	 -.02558	 6.33633	 .076384	 .000000	 98.5089
0	-20.347	5.2715	43	88	11353	 61.4040	 24.1372	 6.72156	 .567828	 1.13118	 .064983	 .870495	 .011965	 6.94355	 .111799	 .000000	 101.965
0	-20.3465	5.2715	44	88	11354	 59.9437	 23.5431	 6.66270	 .147575	 1.15856	 .105926	 1.22413	 .011627	 6.67534	 .111669	 .000000	 99.5843
0	-20.346	5.2715	45	88	11355	 58.4735	 21.6174	 6.62202	 .468850	 1.25924	 .676359	 2.68780	 .047107	 6.44572	 .484574	 .000000	 98.7825
0	-20.3455	5.2715	46	88	11356	 55.2459	 17.3893	 7.18917	 2.01405	 1.13051	 2.39419	 6.53215	 .227756	 5.86862	 1.36876	 .000000	 99.3603
0	-20.345	5.2715	47	88	11357	 45.5280	 11.0665	 9.25927	 4.04170	 1.08564	 5.01227	 14.0247	 .414505	 3.67465	 2.71228	 .000000	 96.8194
0	-20.3445	5.2715	48	88	11358	 40.3601	 7.99727	 9.38740	 6.04066	 1.00176	 6.91545	 19.6275	 .383072	 2.35482	 3.85211	 .000000	 97.9201
0	-20.344	5.2715	49	88	11359	 42.1452	 7.71713	 10.7685	 5.61250	 1.17872	 7.28745	 20.5968	 .547446	 2.32354	 3.81779	 .000000	 101.995
0	-20.3435	5.2715	50	88	11360	 47.6324	 9.78800	 8.13043	 5.30470	 1.71203	 5.27789	 15.2244	 .504826	 2.69983	 3.35672	 .000000	 99.6313
0	-20.343	5.2715	51	88	11361	 54.5389	 14.4598	 5.88601	 3.19100	 2.13369	 3.21310	 9.51968	 .352302	 3.85288	 1.97607	 .000000	 99.1235
0	-20.3425	5.2715	52	88	11362	 58.8404	 19.6721	 6.10327	 1.71255	 1.66374	 1.12072	 3.60204	 .045064	 4.85994	 .654780	 .000000	 98.2745
0	-20.342	5.2715	53	88	11363	 62.2424	 22.5019	 6.01300	 .803296	 1.26996	 .352074	 1.70116	 .011022	 5.86732	 .282405	 .000000	 101.045
0	-20.3415	5.2715	54	88	11364	 61.0659	 24.9150	 7.42326	 .416607	 1.13999	 .023669	 1.18833	 -.08305	 6.29271	 .075740	 .000000	 102.458
0	-20.341	5.2715	55	88	11365	 62.2959	 24.6283	 7.47033	 .058377	 1.05297	 .023895	 1.08302	 -.08269	 6.63969	 .007544	 .000000	 103.177
0	-20.3405	5.2715	56	88	11366	 60.6700	 25.6728	 7.08063	 .207636	 .997781	 .146887	 1.25941	 -.00718	 6.99986	 .180911	 .000000	 103.209
0	-20.34	5.2715	57	88	11367	 60.6658	 24.7578	 6.82789	 .209949	 1.01041	 .065255	 .641030	 .031303	 6.50083	 .133616	 .000000	 100.844
0	-20.3395	5.2715	58	88	11368	 59.5040	 25.0376	 6.90291	 .118569	 1.01478	 .106018	 1.04737	 .011936	 6.86216	 .054257	 .000000	 100.660
0	-20.339	5.2715	59	88	11369	 59.6229	 23.8586	 7.24291	 .088165	 .958639	 .187780	 1.13565	 -.04490	 7.46529	 .067125	 .000000	 100.582
0	-20.3385	5.2715	60	88	11370	 61.6338	 25.3283	 6.74911	 -.08978	 1.13234	 -.05802	 .888872	 .031268	 7.26491	 .008737	 .000000	 102.890
0	-20.338	5.2715	61	88	11371	 62.5100	 24.9910	 6.74820	 -.00045	 1.12134	 .106343	 1.08354	 -.04448	 7.07693	 .008416	 .000000	 103.601
0	-20.3375	5.2715	62	88	11372	 62.0871	 24.3000	 7.17167	 .119410	 1.20280	 -.05811	 .764652	 -.02564	 6.97922	 .054161	 .000000	 102.595
0	-20.337	5.2715	63	88	11373	 61.6386	 24.9206	 6.28466	 .150039	 1.10572	 .065399	 .959902	 -.02532	 7.18713	 .158392	 .000000	 102.445
0	-20.3365	5.2715	64	88	11374	 62.0275	 25.5778	 7.56385	 .117727	 .958484	 .023800	 1.17079	 .068318	 7.16201	 .054336	 .000000	 104.725
0	-20.336	5.2715	65	88	11375	 61.9340	 24.3191	 6.50068	 .238032	 1.06570	 .106204	 1.20668	 .087454	 7.04780	 .020075	 .000000	 102.526
0	-20.3355	5.2715	66	88	11376	 60.7537	 25.9967	 6.54074	 .239329	 1.01604	 .024147	 .959311	 .050099	 7.42380	 .089710	 .000000	 103.094
0	-20.335	5.2715	67	88	11377	 62.2726	 25.0796	 6.20125	 .148701	 1.19388	 .229606	 1.18912	 .144289	 7.20980	 .100895	 .000000	 103.770
0	-20.3345	5.2715	68	88	11378	 61.6175	 24.7085	 6.20277	 .299097	 1.28227	 .106336	 1.04794	 -.04440	 7.30580	 .089625	 .000000	 102.615
0	-20.334	5.2715	69	88	11379	 63.2060	 23.9616	 5.78319	 .178902	 1.28974	 .106612	 1.40240	 -.10118	 6.65059	 .157382	 .000000	 102.635
0	-20.3335	5.2715	70	88	11380	 63.4335	 22.7261	 5.21381	 .684309	 1.53318	 -.05833	 1.82555	 -.00756	 6.07952	 .064694	 .000000	 101.495
0	-20.333	5.2715	71	88	11381	 62.4395	 22.2403	 5.37430	 .473569	 1.86945	 .310946	 2.07189	 .010863	 6.81599	 .216594	 .000000	 101.824
0	-20.3325	5.2715	72	88	11382	 63.1673	 23.3252	 5.52256	 .298103	 1.51733	 .065381	 1.33114	 .011982	 6.21874	 .202240	 .000000	 101.660
0	-20.332	5.2715	73	88	11383	 61.6586	 22.9024	 5.78119	 .207824	 1.49872	 .065153	 1.34817	 .049599	 7.04985	 .124268	 .000000	 100.686
0	-20.3315	5.2715	74	88	11384	 62.3806	 23.1442	 6.20595	 .179164	 1.21645	 .106491	 1.04813	 .012181	 6.60015	 .054020	 .000000	 100.947
0	-20.331	5.2715	75	88	11385	 61.2036	 23.5340	 6.52527	 .118724	 1.28105	 -.01706	 1.11839	 -.02580	 7.17824	 .055026	 .000000	 100.972
0	-20.3305	5.2715	76	88	11386	 61.8453	 23.9320	 5.78493	 .240387	 1.28979	 -.01677	 .889372	 -.04407	 6.94938	 .123611	 .000000	 100.994
0	-20.33	5.2715	77	88	11387	 61.7218	 24.2585	 6.04207	 .209021	 1.27721	 .229690	 1.11859	 .049992	 7.21896	 .112711	 .000000	 102.239
0	-20.3295	5.2715	78	88	11388	 62.2302	 24.0898	 5.78528	 .239505	 1.46686	 .147718	 .995096	 .012350	 6.57270	 .145521	 .000000	 101.685
0	-20.329	5.2715	79	88	11389	 63.1627	 23.3442	 5.34144	 .208423	 1.48473	 .106656	 1.43743	 .012047	 6.43766	 .145645	 .000000	 101.681
0	-20.3285	5.2715	80	88	11390	 64.4600	 22.5723	 5.74343	 .236476	 1.85400	 .065031	 1.73731	 -.04526	 6.62018	 .307304	 .000000	 103.551
0	-20.328	5.2715	81	88	11391	 65.4346	 21.9875	 4.31559	 .654638	 2.09893	 .312455	 1.93214	 -.00746	 5.81155	 .224603	 .000000	 102.765
0	-20.3275	5.2715	82	88	11392	 66.8040	 21.0777	 4.15397	 .680740	 2.63272	 .229491	 2.56737	 .048078	 5.02789	 .280011	 .000000	 103.502
0	-20.327	5.2715	83	88	11393	 68.2897	 18.9174	 3.85599	 .648626	 3.32094	 .188016	 2.95605	 .009539	 4.03030	 .482634	 .000000	 102.699
0	-20.3265	5.2715	84	88	11394	 69.5149	 16.3252	 2.80470	 .970910	 3.37485	 .270293	 3.90891	 .196765	 3.15016	 .665002	 .000000	 101.182
0	-20.326	5.2715	85	88	11395	 68.3563	 14.6381	 2.80026	 1.40922	 4.38346	 .472697	 4.91004	 .137766	 2.33556	 .859849	 .000000	 100.303
0	-20.3255	5.2715	86	88	11396	 69.1148	 13.7661	 2.35602	 1.79232	 4.30697	 .432021	 5.26259	 .193555	 1.23822	 1.00221	 .000000	 99.4648
0	-20.325	5.2715	87	88	11397	 69.4801	 13.6926	 2.43750	 1.46362	 4.79354	 1.08506	 5.68505	 .192905	 1.24163	 .946719	 .000000	 101.019
0	-20.3245	5.2715	88	88	11398	 70.1821	 13.4171	 1.73642	 1.70389	 4.74227	 .965172	 5.29904	 .156135	 .988571	 .964997	 .000000	 100.156
0	-20.324	5.2715	89	88	11399	 70.0952	 13.9716	 1.69364	 1.78936	 4.46440	 .678556	 5.80990	 .155540	 .726137	 .885465	 .000000	 100.270
0	-20.3235	5.2715	90	88	11400	 68.9111	 13.3968	 1.81919	 1.40935	 4.75567	 .638089	 4.87618	 .137807	 .902507	 .882575	 .000000	 97.7293
0	-20.323	5.2715	91	88	11401	 70.1708	 14.5090	 1.71686	 1.55643	 4.61470	 .392110	 5.22930	 .137674	 .969612	 .894946	 .000000	 100.192
0	-20.3225	5.2715	92	88	11402	 69.6929	 13.3007	 1.43753	 1.40939	 4.76645	 .638958	 5.01849	 .062679	 1.00165	 .713219	 .000000	 98.0420
0	-20.322	5.2715	93	88	11403	 66.3224	 13.6510	 1.87756	 1.25696	 4.74455	 .677923	 5.42079	 .024003	 .657917	 .610827	 .000000	 95.2440
0	-20.3215	5.2715	94	88	11404	 64.4691	 12.3169	 2.14660	 2.16354	 4.48277	 1.04001	 6.73421	 .059048	 .753308	 .917936	 .000000	 95.0834
0	-20.321	5.2715	95	88	11405	 54.5789	 10.3609	 2.55083	 3.25049	 3.94423	 1.37604	 14.2271	 .267718	 .393779	 .819811	 .000000	 91.7698
0	-20.3205	5.2715	96	88	11406	 37.0134	 7.38289	 3.60547	 7.25933	 2.41005	 3.06266	 33.3612	 .281937	 .287088	 1.36551	 .000000	 96.0295
0	-20.32	5.2715	97	88	11407	 18.8975	 4.54441	 3.84715	 11.9484	 1.09376	 3.95240	 51.3728	 .606783	 .125312	 2.01086	 .000000	 98.3994
0	-20.3195	5.2715	98	88	11408	 8.87178	 2.87794	 2.22699	 14.0025	 .460257	 2.07440	 65.2404	 .686522	 .156173	 2.22470	 .000000	 98.8216
0	-20.319	5.2715	99	88	11409	 4.58287	 2.09888	 .805241	 14.6007	 .345340	 .557458	 68.1305	 .600193	 .130943	 2.64775	 .000000	 94.4999
0	-20.3185	5.2715	100	88	11410	 1.90076	 1.99755	 .451721	 15.5881	 .175972	 .375137	 73.5644	 .640687	 .215161	 2.73757	 .000000	 97.6471
0	-20.318	5.2715	101	88	11411	 .690079	 2.14031	 .139788	 16.2554	 .067558	 .195938	 75.2123	 .719122	 .103713	 2.29881	 .000000	 97.8230
