130	136	17680	18
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"Al2O3 WT%"	"CaO WT%"	"TiO2 WT%"	"K2O WT%"	"P2O5 WT%"	"FeO WT%"	"MnO WT%"	"Na2O WT%"	"MgO WT%"	"O WT%"	"Total"
0	-20.3535	5.231	30	7	810	 66.5641	 13.5275	 3.14241	 1.43565	 4.64254	 2.26029	 5.10330	 .080205	 .940106	 .952990	 .000000	 98.6491
0	-20.353	5.231	31	7	811	 63.3562	 13.0778	 6.33262	 1.40737	 4.47870	 4.40285	 4.55231	 .135614	 1.02717	 .807402	 .000000	 99.5780
0	-20.3525	5.231	32	7	812	 56.6251	 12.5236	 10.0819	 1.40434	 3.79798	 6.94341	 4.56346	 .114594	 .784989	 .960540	 .000000	 97.8000
0	-20.352	5.231	33	7	813	 55.8923	 13.5911	 10.4517	 1.10908	 3.74731	 6.31822	 3.96437	 .153032	 1.28324	 .731259	 .000000	 97.2416
0	-20.3515	5.231	34	7	814	 62.4052	 15.1569	 7.62567	 1.76754	 3.83755	 2.83875	 4.11063	 .098301	 1.42226	 .934074	 .000000	 100.197
0	-20.351	5.231	35	7	815	 67.5958	 15.7099	 3.48279	 1.58805	 4.22165	 1.40968	 4.68124	 .043586	 1.67678	 .556743	 .000000	 100.966
0	-20.3505	5.231	36	7	816	 68.2852	 16.7592	 2.06320	 .907725	 4.41102	 .761911	 4.40212	 .045033	 2.10204	 .567503	 .000000	 100.305
0	-20.35	5.231	37	7	817	 66.6776	 16.5988	 2.68357	 1.05477	 4.22659	 .227573	 4.41756	 .100894	 2.09150	 .579960	 .000000	 98.6588
0	-20.3495	5.231	38	7	818	 67.5115	 17.7596	 2.98481	 .788019	 3.85686	 .351079	 4.52498	 .082421	 2.38250	 .455807	 .000000	 100.698
0	-20.349	5.231	39	7	819	 66.1300	 19.0535	 3.51188	 .764149	 3.47134	 .187524	 3.36121	 .046253	 2.45526	 .453047	 .000000	 99.4342
0	-20.3485	5.231	40	7	820	 65.4548	 20.4144	 4.49327	 .585872	 2.92278	 .228320	 3.27245	 .084105	 3.41912	 .286738	 .000000	 101.162
0	-20.348	5.231	41	7	821	 63.7188	 21.8819	 4.39291	 .439954	 2.40163	 .146859	 2.83189	 .047511	 4.22465	 .345823	 .000000	 100.432
0	-20.3475	5.231	42	7	822	 63.9246	 23.3739	 6.09771	 .290755	 2.16513	 .023185	 2.68972	 .009647	 5.19492	 .302966	 .000000	 104.073
0	-20.347	5.231	43	7	823	 60.4834	 22.5839	 6.39910	 .383965	 1.46740	 .105570	 1.78928	 -.04595	 5.33299	 .269099	 .000000	 98.7687
0	-20.3465	5.231	44	7	824	 59.0768	 25.5011	 6.48189	 .056709	 1.31889	 .064818	 1.59530	 -.06423	 5.47753	 .154227	 .000000	 99.6631
0	-20.346	5.231	45	7	825	 60.0287	 25.2572	 7.30132	 .234971	 1.21680	 .187365	 1.54133	 .029688	 5.32303	 .028172	 .000000	 101.149
0	-20.3455	5.231	46	7	826	 59.4666	 25.9831	 7.53956	 .115521	 1.03992	 .187295	 1.54124	 .067532	 5.82090	 .223625	 .000000	 101.985
0	-20.345	5.231	47	7	827	 59.8097	 26.9588	 8.09926	 .325916	 .879391	 .023490	 1.25840	 -.00773	 6.28072	 .098302	 .000000	 103.726
0	-20.3445	5.231	48	7	828	 58.8169	 27.0274	 9.23954	 .114615	 .706766	 .063954	 1.31034	 .104926	 5.79749	 .177289	 .000000	 103.359
0	-20.344	5.231	49	7	829	 58.8484	 27.2933	 8.66542	 -.06324	 .637212	 .105375	 1.17018	 .011172	 5.53978	 .108052	 .000000	 102.316
0	-20.3435	5.231	50	7	830	 56.7653	 27.5650	 9.32095	 .085118	 .668114	 -.05856	 1.20446	 -.04601	 5.29849	 .141639	 .000000	 100.945
0	-20.343	5.231	51	7	831	 57.4937	 26.9549	 9.47634	 .144192	 .629346	 .022993	 1.43398	 -.04626	 5.92671	 .154943	 .000000	 102.191
0	-20.3425	5.231	52	7	832	 57.3451	 26.5313	 10.5527	 .231886	 .529006	 .022543	 1.60968	 -.06596	 5.29110	 .153390	 .000000	 102.201
0	-20.342	5.231	53	7	833	 57.6622	 26.8353	 10.1184	 .023395	 .600985	 -.01797	 1.39797	 .066664	 5.55921	 .176812	 .000000	 102.423
0	-20.3415	5.231	54	7	834	 56.5988	 27.2697	 10.3022	 .229976	 .561393	 .022365	 2.12121	 -.00984	 5.29353	 .142211	 .000000	 102.532
0	-20.341	5.231	55	7	835	 56.5595	 26.8866	 10.4819	 -.04013	 .435820	 -.01841	 2.38625	 .008747	 5.14476	 .211042	 .000000	 102.056
0	-20.3405	5.231	56	7	836	 57.2834	 26.6560	 10.3088	 .111392	 .441956	 -.01819	 1.92785	 -.04724	 5.18904	 .096126	 .000000	 101.949
0	-20.34	5.231	57	7	837	 57.8027	 27.9905	 9.41354	 -.03615	 .580205	 .022980	 1.75191	 .029040	 5.87369	 .051549	 .000000	 103.480
0	-20.3395	5.231	58	7	838	 57.9883	 27.3963	 8.95673	 .145330	 .542922	 -.05850	 1.34624	 -.00809	 5.77297	 .108745	 .000000	 102.191
0	-20.339	5.231	59	7	839	 57.4329	 28.3410	 10.0378	 .234797	 .546811	 -.01780	 1.09785	 -.00833	 5.82072	 .165506	 .000000	 103.651
0	-20.3385	5.231	60	7	840	 57.1849	 27.9303	 9.29644	 .175722	 .586149	 .064018	 1.11601	 .010920	 6.53175	 .087248	 .000000	 102.984
0	-20.338	5.231	61	7	841	 57.3626	 27.2820	 9.44305	 .146082	 .624474	 .064059	 .992545	 -.08349	 5.85515	 .074386	 .000000	 101.761
0	-20.3375	5.231	62	7	842	 58.0216	 27.0880	 9.49571	 .354373	 .569292	 .063876	 1.22177	 .010499	 5.51536	 .050895	 .000000	 102.391
0	-20.337	5.231	63	7	843	 58.9379	 27.7000	 9.56604	 -.06388	 .564537	 -.05848	 .992522	 .105442	 5.74835	 .108262	 .000000	 103.601
0	-20.3365	5.231	64	7	844	 57.9943	 27.3069	 9.10056	 .176687	 .526620	 .023391	 .957479	 -.00767	 6.22606	 .040888	 .000000	 102.345
0	-20.336	5.231	65	7	845	 57.4510	 27.0186	 9.06104	 .175841	 .723476	 .064101	 1.06317	 -.00796	 5.85776	 .154608	 .000000	 101.562
0	-20.3355	5.231	66	7	846	 59.6665	 27.4087	 8.72862	 .177767	 .670395	 .023636	 .745807	 .011568	 5.40151	 -.00614	 .000000	 102.828
0	-20.335	5.231	67	7	847	 59.3263	 26.1941	 9.64702	 .176399	 .679236	 .023242	 .780218	 .029964	 6.37427	 .040953	 .000000	 103.272
0	-20.3345	5.231	68	7	848	 57.9267	 27.4156	 8.86301	 .086628	 .768001	 -.01750	 1.02815	 -.00770	 6.20880	 .120994	 .000000	 102.393
0	-20.334	5.231	69	7	849	 59.3052	 26.3501	 8.36690	 -.09195	 .720254	 .105595	 1.10003	 -.10174	 6.77781	 .111109	 .000000	 102.643
0	-20.3335	5.231	70	7	850	 59.1184	 26.6501	 8.64597	 .117212	 .703063	 -.01740	 .904805	 .030294	 5.75232	 .142850	 .000000	 102.048
0	-20.333	5.231	71	7	851	 59.2082	 26.4718	 8.20455	 .088186	 .775309	 .023702	 .852098	 .049541	 6.84836	 .214635	 .000000	 102.736
0	-20.3325	5.231	72	7	852	 59.3050	 25.7389	 7.92628	 .118858	 .677159	 -.05817	 .764171	 -.00693	 6.31335	 -.00426	 .000000	 100.774
0	-20.332	5.231	73	7	853	 60.6217	 25.2686	 8.06678	 .208188	 .891215	 .023735	 .799140	 .030668	 6.86947	 .088330	 .000000	 102.868
0	-20.3315	5.231	74	7	854	 60.9310	 24.6278	 7.10756	 .118447	 1.14160	 .147069	 1.01198	 -.00703	 6.43198	 .053302	 .000000	 101.564
0	-20.331	5.231	75	7	855	 61.6951	 24.0347	 7.38231	 .176017	 1.11241	 .064638	 1.43553	 .086674	 6.29574	 .053063	 .000000	 102.336
0	-20.3305	5.231	76	7	856	 62.8530	 23.9728	 7.36655	 .237579	 1.01982	 .147020	 1.20660	 -.04507	 6.37271	 .076120	 .000000	 103.207
0	-20.33	5.231	77	7	857	 60.9694	 24.9188	 8.01705	 .414565	 .961600	 .187086	 1.52322	 .029652	 6.19662	 .213642	 .000000	 103.432
0	-20.3295	5.231	78	7	858	 60.1688	 25.2555	 7.62004	 .055815	 1.00678	 .105494	 1.61208	 .029848	 6.20268	 .075813	 .000000	 102.133
0	-20.329	5.231	79	7	859	 59.5931	 26.2782	 7.95942	 .266841	 .758908	 .023636	 1.20568	 -.00749	 6.21217	 .270504	 .000000	 102.561
0	-20.3285	5.231	80	7	860	 57.6190	 25.7743	 8.57678	 .175548	 .658277	 .023326	 1.15144	 .143142	 5.89859	 .017765	 .000000	 100.038
0	-20.328	5.231	81	7	861	 58.4068	 26.5977	 9.31831	 .084975	 .569733	 .064031	 1.34586	 .029521	 5.87655	 .097658	 .000000	 102.391
0	-20.3275	5.231	82	7	862	 56.7123	 27.6423	 10.3262	 .171591	 .599857	 -.01818	 1.82100	 .028379	 5.79960	 .212322	 .000000	 103.295
0	-20.327	5.231	83	7	863	 55.7221	 26.2352	 9.82875	 .172045	 .627692	 .022636	 1.68000	 .009642	 5.32075	 .073731	 .000000	 99.6925
0	-20.3265	5.231	84	7	864	 55.8665	 26.9165	 9.45079	 .143425	 .541370	 .145300	 1.52164	 .047896	 5.22593	 .245102	 .000000	 100.104
0	-20.326	5.231	85	7	865	 57.5646	 27.1584	 10.1519	 .022424	 .518759	 .063481	 1.83963	 -.00917	 5.38448	 .314339	 .000000	 103.009
0	-20.3255	5.231	86	7	866	 56.4973	 27.7056	 10.7883	 .291676	 .593739	 -.05894	 1.50262	 .066154	 5.35259	 .233615	 .000000	 102.973
0	-20.325	5.231	87	7	867	 57.5435	 28.2610	 9.49141	 .054022	 .585482	 .063804	 1.71640	 -.00857	 6.21515	 .282198	 .000000	 104.204
0	-20.3245	5.231	88	7	868	 56.6280	 27.2829	 9.33848	 .145675	 .547706	 -.01765	 1.16920	 -.08362	 5.57839	 .199808	 .000000	 100.789
0	-20.324	5.231	89	7	869	 56.3350	 28.0472	 9.07290	 .235211	 .487691	 -.05852	 1.27505	 -.00811	 5.37799	 .073706	 .000000	 100.838
0	-20.3235	5.231	90	7	870	 57.3349	 26.9542	 10.1534	 .293628	 .480701	 .022837	 1.18551	 .123543	 5.25749	 .107553	 .000000	 101.914
0	-20.323	5.231	91	7	871	 60.1444	 28.2045	 9.82391	 .296099	 .640785	 -.01763	 .939250	 .010984	 5.92401	 .074156	 .000000	 106.040
0	-20.3225	5.231	92	7	872	 59.3617	 26.7992	 9.22813	 .026681	 .625396	 .023436	 1.01073	 -.04553	 5.52662	 .005420	 .000000	 102.562
0	-20.322	5.231	93	7	873	 58.6804	 27.2508	 9.09455	 .325099	 .657578	 .227434	 1.29266	 .029687	 6.37502	 .064135	 .000000	 103.997
0	-20.3215	5.231	94	7	874	 59.2956	 26.6954	 8.76377	 -.00298	 .620502	 -.05839	 1.15242	 -.02648	 6.24515	 .052597	 .000000	 102.738
0	-20.321	5.231	95	7	875	 60.1557	 26.1628	 8.50195	 .176590	 .725061	 -.01744	 1.13451	 .067942	 6.11087	 .086764	 .000000	 103.105
0	-20.3205	5.231	96	7	876	 60.4097	 26.1565	 7.12018	 .178069	 .909534	 .023931	 1.33030	 -.08265	 6.70187	 .088323	 .000000	 102.836
0	-20.32	5.231	97	7	877	 62.3134	 25.5777	 7.42493	 .298116	 1.12964	 -.01718	 1.02931	 .011834	 6.95179	 .088476	 .000000	 104.808
0	-20.3195	5.231	98	7	878	 64.8006	 24.5273	 5.44146	 .118870	 1.50141	 .024325	 1.57901	 -.00675	 7.06290	 .008605	 .000000	 105.058
0	-20.319	5.231	99	7	879	 65.7508	 21.8521	 5.23842	 .383711	 2.20463	 .311414	 2.28457	 .010732	 6.23055	 .306833	 .000000	 104.574
0	-20.3185	5.231	100	7	880	 67.2343	 18.3245	 3.50554	 1.00187	 3.30031	 .474731	 3.76611	 .065060	 4.23823	 .670640	 .000000	 102.581
0	-20.318	5.231	101	7	881	 66.9849	 14.9562	 3.16011	 1.08270	 3.89423	 1.41258	 4.99816	 .138025	 3.12329	 .728372	 .000000	 100.479
0	-20.3175	5.231	102	7	882	 68.6770	 14.4569	 2.77684	 1.70372	 4.40273	 .840109	 5.33213	 .155890	 1.75155	 .915288	 .000000	 101.012
0	-20.317	5.231	103	7	883	 70.0779	 13.7812	 2.33661	 1.70276	 4.62125	 .841092	 5.66905	 .042829	 1.17394	 .968633	 .000000	 101.215
0	-20.3165	5.231	104	7	884	 69.3491	 14.0595	 1.87418	 1.96922	 4.66863	 1.08633	 5.54376	 .155733	 1.19009	 .991366	 .000000	 100.888
0	-20.316	5.231	105	7	885	 67.6432	 13.4918	 1.99763	 1.37826	 4.27454	 .679292	 5.03392	 .212888	 .888043	 .872967	 .000000	 96.4726
0	-20.3155	5.231	106	7	886	 68.0213	 14.0237	 2.49618	 1.43341	 4.51662	 .676946	 5.87902	 .061170	 .926612	 .990816	 .000000	 99.0258
0	-20.315	5.231	107	7	887	 67.1103	 14.3074	 2.63195	 1.66767	 4.20355	 1.08446	 6.26506	 .079391	 .763146	 1.07223	 .000000	 99.1851
0	-20.3145	5.231	108	7	888	 66.6296	 13.4389	 2.58994	 1.81363	 4.25110	 1.12400	 6.52799	 .022520	 .900199	 1.00761	 .000000	 98.3054
0	-20.314	5.231	109	7	889	 64.9580	 12.7546	 2.58952	 1.81314	 4.27130	 1.16356	 6.22536	 .191402	 1.06836	 1.03280	 .000000	 96.0680
0	-20.3135	5.231	110	7	890	 64.2272	 13.0420	 3.65798	 1.89269	 3.84699	 2.00908	 7.55946	 .226647	 .758689	 1.29335	 .000000	 98.5141
0	-20.313	5.231	111	7	891	 61.0377	 12.1135	 5.15748	 2.04465	 3.41096	 3.14972	 10.9008	 .276736	 .938379	 2.09347	 .000000	 101.123
0	-20.3125	5.231	112	7	892	 63.7975	 11.8722	 3.98991	 1.76673	 3.85466	 2.12474	 8.77027	 .131119	 1.02378	 1.56346	 .000000	 98.8944
0	-20.312	5.231	113	7	893	 67.8895	 13.5902	 3.15188	 1.36900	 4.33730	 1.57079	 6.72225	 .153887	 1.33651	 1.20771	 .000000	 101.329
0	-20.3115	5.231	114	7	894	 69.7331	 13.5760	 2.57883	 1.73561	 4.46986	 1.00528	 5.21107	 .062066	 .856249	 .941676	 .000000	 100.170
0	-20.311	5.231	115	7	895	 69.5306	 13.3353	 2.74092	 1.07997	 4.51454	 1.12796	 5.54625	 .137044	 1.10660	 1.02500	 .000000	 100.144
0	-20.3105	5.231	116	7	896	 65.2612	 13.2259	 3.09022	 1.30776	 4.25084	 1.40704	 6.70149	 .228473	 .851715	 1.40033	 .000000	 97.7249
0	-20.31	5.231	117	7	897	 64.2813	 12.6579	 4.07842	 1.62579	 4.08227	 2.53040	 7.89409	 .207475	 .759459	 1.99122	 .000000	 100.108
0	-20.3095	5.231	118	7	898	 60.6471	 11.9232	 5.50803	 1.93738	 3.43145	 4.10933	 9.46488	 .316257	 .929533	 2.03236	 .000000	 100.300
0	-20.309	5.231	119	7	899	 56.7973	 10.7182	 6.54673	 1.88800	 3.29669	 4.15584	 11.9565	 .329505	 1.23445	 2.60137	 .000000	 99.5246
0	-20.3085	5.231	120	7	900	 59.3657	 11.7369	 5.55372	 1.89931	 3.13955	 4.57860	 10.7957	 .239752	 1.35631	 2.62379	 .000000	 101.289
0	-20.308	5.231	121	7	901	 63.7763	 11.9919	 3.72213	 1.74627	 4.42493	 2.77106	 7.47070	 .170400	 1.19923	 1.71669	 .000000	 98.9896
0	-20.3075	5.231	122	7	902	 70.6066	 13.3363	 2.23886	 1.28849	 4.66564	 1.21076	 5.63538	 .062018	 1.22164	 1.17401	 .000000	 101.440
0	-20.307	5.231	123	7	903	 71.6455	 13.5582	 1.71850	 1.14212	 4.59029	 .310685	 5.17762	 .251095	 1.34812	 1.06919	 .000000	 100.811
0	-20.3065	5.231	124	7	904	 69.7434	 13.4187	 1.96145	 1.05460	 4.65703	 1.21332	 4.94869	 .044172	 1.28047	 .783237	 .000000	 99.1050
0	-20.306	5.231	125	7	905	 68.8826	 13.7207	 1.93768	 1.25922	 4.67281	 .924391	 5.38662	 .118741	 1.78103	 .983853	 .000000	 99.6676
0	-20.3055	5.231	126	7	906	 67.7017	 13.2484	 2.09234	 1.60951	 4.46666	 1.69640	 6.17632	 .136241	 2.04551	 1.08454	 .000000	 100.258
0	-20.305	5.231	127	7	907	 67.2413	 12.9885	 2.22641	 1.77927	 4.47293	 1.44782	 7.29962	 .115797	 2.40014	 1.22333	 .000000	 101.195
0	-20.3045	5.231	128	7	908	 60.0236	 12.8860	 2.18557	 1.98456	 4.03140	 1.91903	 10.6495	 .165970	 2.33851	 1.09638	 .000000	 97.2804
0	-20.304	5.231	129	7	909	 57.7466	 11.9169	 2.67441	 2.67956	 3.67313	 1.26208	 14.6524	 .122050	 2.00802	 1.51047	 .000000	 98.2456
0	-20.3035	5.231	130	7	910	 48.2544	 12.0760	 2.85688	 3.85510	 2.92841	 1.70383	 25.3680	 .414699	 2.15964	 1.69416	 .000000	 101.311
0	-20.368	5.2315	1	8	911	 65.3340	 20.1545	 5.20503	 .475852	 2.08473	 .147243	 1.41942	 -.00744	 6.56979	 .237997	 .000000	 101.621
0	-20.3675	5.2315	2	8	912	 65.0619	 17.9370	 4.24919	 1.21286	 2.87776	 .309848	 2.84828	 -.00974	 5.15836	 .500875	 .000000	 100.146
0	-20.367	5.2315	3	8	913	 67.4548	 15.3872	 2.44218	 1.38232	 4.20645	 .391456	 4.25959	 .007105	 2.95391	 .584832	 .000000	 99.0698
0	-20.3665	5.2315	4	8	914	 69.4621	 14.3876	 2.24074	 1.38041	 4.09193	 .392100	 4.66714	 .044311	 1.96684	 .762671	 .000000	 99.3959
0	-20.366	5.2315	5	8	915	 69.6142	 14.0676	 2.06092	 1.31937	 4.66522	 .801005	 4.75357	 .175402	 1.52707	 .703348	 .000000	 99.6877
0	-20.3655	5.2315	6	8	916	 69.8493	 14.5861	 1.67781	 1.70465	 4.72321	 .555469	 5.05446	 -.06907	 1.24806	 .735709	 .000000	 100.066
0	-20.365	5.2315	7	8	917	 69.2843	 14.3681	 1.71446	 1.81758	 4.63775	 .431620	 5.36740	 .324410	 1.10658	 .635371	 .000000	 99.6876
0	-20.3645	5.2315	8	8	918	 68.2588	 14.1517	 1.72042	 1.58921	 4.78734	 .514776	 4.31261	 .063005	 .963645	 .742919	 .000000	 97.1044
0	-20.364	5.2315	9	8	919	 68.1525	 13.6327	 1.95612	 1.70088	 4.44604	 .349867	 5.12137	 .249604	 1.07170	 .907810	 .000000	 97.5886
0	-20.3635	5.2315	10	8	920	 69.8545	 13.8206	 2.03934	 1.52520	 4.80297	 .677548	 4.91087	 .287623	 .969838	 .848282	 .000000	 99.7368
0	-20.363	5.2315	11	8	921	 69.9958	 13.7367	 1.87921	 1.31720	 4.73329	 .514495	 5.19512	 .118454	 .837674	 .926872	 .000000	 99.2549
0	-20.3625	5.2315	12	8	922	 69.9900	 14.3250	 1.81861	 1.67597	 4.48728	 .556032	 4.77192	 .100274	 .967446	 .552518	 .000000	 99.2451
0	-20.362	5.2315	13	8	923	 71.4302	 14.3579	 2.01926	 1.73483	 4.63152	 .924150	 5.03742	 .043618	 .770391	 .868529	 .000000	 101.818
0	-20.3615	5.2315	14	8	924	 71.2630	 14.0136	 1.91956	 1.82591	 4.63332	 .924429	 4.61336	 .138084	 1.08161	 .881045	 .000000	 101.294
0	-20.361	5.2315	15	8	925	 68.3093	 14.4400	 2.43858	 1.88089	 4.73820	 .635229	 5.03328	 .080440	 .805808	 .711713	 .000000	 99.0735
0	-20.3605	5.2315	16	8	926	 69.0362	 14.7333	 2.10054	 1.40708	 4.98237	 .799856	 5.08811	 .024486	 1.01836	 .745898	 .000000	 99.9362
0	-20.36	5.2315	17	8	927	 68.7892	 13.7198	 1.94024	 1.40793	 4.77802	 1.16882	 4.75276	 .212776	 .769999	 .891142	 .000000	 98.4306
0	-20.3595	5.2315	18	8	928	 70.5220	 13.9507	 2.32389	 1.50027	 4.80516	 .719261	 4.61426	 -.05011	 .949152	 .755135	 .000000	 100.090
0	-20.359	5.2315	19	8	929	 68.8800	 14.0674	 1.73897	 1.34753	 4.88583	 .596263	 4.96440	 .174991	 .819838	 .914456	 .000000	 98.3896
0	-20.3585	5.2315	20	8	930	 69.2023	 13.9661	 1.99941	 1.34688	 4.69744	 .678113	 5.08810	 .193586	 .622615	 .868571	 .000000	 98.6631
0	-20.358	5.2315	21	8	931	 69.0570	 14.5036	 1.74056	 1.35108	 4.70433	 .761271	 4.66697	 -.01223	 .964171	 .935556	 .000000	 98.6723
0	-20.3575	5.2315	22	8	932	 69.6386	 13.8098	 1.97921	 1.61584	 4.60855	 1.12837	 4.96572	 .062347	 .820377	 .858272	 .000000	 99.4871
0	-20.357	5.2315	23	8	933	 69.8957	 13.5428	 2.01768	 1.49348	 4.71687	 .513785	 5.42278	 .155570	 1.00628	 .862298	 .000000	 99.6272
0	-20.3565	5.2315	24	8	934	 70.1373	 13.9984	 1.83740	 1.85147	 4.94858	 .267964	 5.15821	 .061885	 .921201	 .757824	 .000000	 99.9402
0	-20.356	5.2315	25	8	935	 70.4742	 13.8719	 1.33788	 1.35013	 4.60180	 .269520	 4.82632	 .081826	 1.08079	 .824530	 .000000	 98.7188
0	-20.3555	5.2315	26	8	936	 70.3627	 14.1897	 1.79899	 1.25992	 4.31536	 .556877	 4.89595	 .250838	 .967312	 .881225	 .000000	 99.4789
0	-20.355	5.2315	27	8	937	 69.3772	 15.1395	 1.75851	 1.76521	 4.90719	 .555204	 4.66402	 .175403	 .867374	 .754825	 .000000	 99.9644
0	-20.3545	5.2315	28	8	938	 70.4628	 14.4232	 2.11861	 1.61461	 4.69480	 .513991	 5.17661	 .118526	 1.20121	 .975437	 .000000	 101.300
0	-20.354	5.2315	29	8	939	 69.8657	 14.3948	 2.23810	 1.61381	 4.49661	 .882231	 5.15804	 .231164	 .971242	 .826691	 .000000	 100.678
0	-20.3535	5.2315	30	8	940	 67.7372	 14.4939	 2.90173	 1.31770	 4.46757	 1.28850	 4.96285	 .212312	 1.21883	 .760091	 .000000	 99.3607
0	-20.353	5.2315	31	8	941	 65.1083	 14.8848	 4.87004	 1.41007	 4.27465	 2.33517	 4.30859	 .137008	 .886790	 .847361	 .000000	 99.0628
0	-20.3525	5.2315	32	8	942	 63.1516	 14.7623	 6.37518	 1.11330	 3.82673	 2.61120	 4.00780	 .136883	 1.21814	 .645620	 .000000	 97.8487
0	-20.352	5.2315	33	8	943	 61.2678	 16.0170	 5.93174	 1.08198	 4.22586	 1.84237	 4.16433	 .117792	 1.76153	 .728654	 .000000	 97.1391
0	-20.3515	5.2315	34	8	944	 64.6864	 17.6959	 4.18592	 1.11349	 3.95840	 1.28599	 4.14956	 .326121	 2.03016	 .591135	 .000000	 100.023
0	-20.351	5.2315	35	8	945	 67.2155	 18.1426	 3.28702	 1.02847	 3.67694	 .638224	 3.99599	 .064127	 2.08177	 .543752	 .000000	 100.674
0	-20.3505	5.2315	36	8	946	 67.1600	 19.2300	 3.04575	 .759737	 3.76788	 .228175	 4.31355	 .045232	 2.50481	 .273381	 .000000	 101.329
0	-20.35	5.2315	37	8	947	 66.3471	 20.5801	 4.15598	 .467225	 3.36694	 .105266	 3.21984	 .046601	 3.58898	 .320885	 .000000	 102.199
0	-20.3495	5.2315	38	8	948	 64.2299	 22.6604	 4.19019	 .408408	 2.58538	 .105573	 3.20200	 .141232	 4.01159	 .447646	 .000000	 101.982
0	-20.349	5.2315	39	8	949	 63.9236	 23.2870	 5.71540	 .650151	 2.08397	 .105398	 2.38961	 .009995	 4.94792	 .164697	 .000000	 103.278
0	-20.3485	5.2315	40	8	950	 62.1221	 22.7969	 6.10152	 .504296	 1.72366	 .064689	 1.63038	 -.02687	 5.35849	 .074239	 .000000	 100.349
0	-20.348	5.2315	41	8	951	 62.0920	 24.0751	 6.68567	 .086123	 1.44057	 .064767	 1.59536	 .011087	 5.60100	 .165954	 .000000	 101.818
0	-20.3475	5.2315	42	8	952	 62.0163	 25.6857	 7.14376	 .206663	 1.25694	 .023723	 1.29437	 .086897	 6.43423	 .133152	 .000000	 104.282
0	-20.347	5.2315	43	8	953	 61.7520	 25.9369	 7.62409	 .236768	 .985767	 -.05832	 1.18832	 .068048	 6.05687	 .258002	 .000000	 104.048
0	-20.3465	5.2315	44	8	954	 59.7434	 25.4358	 7.94640	 .237656	 .836369	 .023706	 .869986	 -.00730	 5.91948	 .132018	 .000000	 101.138
0	-20.346	5.2315	45	8	955	 59.7567	 26.4272	 7.71720	 .235750	 .803131	 -.01741	 1.45310	 .029967	 6.06748	 .098174	 .000000	 102.571
0	-20.3455	5.2315	46	8	956	 58.2886	 26.9354	 8.95981	 .144856	 .844076	 -.01770	 1.34590	 -.00826	 6.07492	 .109283	 .000000	 102.677
0	-20.345	5.2315	47	8	957	 59.6964	 26.1165	 8.33972	 .296353	 .626530	 .146327	 1.15253	 -.00765	 6.18737	 .052486	 .000000	 102.607
0	-20.3445	5.2315	48	8	958	 58.1214	 27.3582	 8.74608	 .147574	 .648052	 .023550	 .798827	 -.04518	 5.78998	 .085671	 .000000	 101.674
0	-20.344	5.2315	49	8	959	 59.8428	 27.8006	 9.94467	 .175731	 .618718	 .145561	 .939207	 .048646	 6.42774	 .052127	 .000000	 105.996
0	-20.3435	5.2315	50	8	960	 58.1804	 28.3835	 10.2415	 .204160	 .612186	 -.01788	 1.15076	 .010314	 5.12003	 .197631	 .000000	 104.083
0	-20.343	5.2315	51	8	961	 56.3197	 26.1740	 10.0970	 .083603	 .573412	 .022770	 1.18562	 .085637	 5.71195	 .062757	 .000000	 100.316
0	-20.3425	5.2315	52	8	962	 57.0927	 27.1270	 10.1254	 .261550	 .496648	 .022592	 1.80382	 .009572	 5.86230	 .201021	 .000000	 103.003
0	-20.342	5.2315	53	8	963	 56.4636	 26.3725	 9.81212	 -.09791	 .606204	 -.01812	 1.87473	 .066099	 5.18229	 .199365	 .000000	 100.461
0	-20.3415	5.2315	54	8	964	 57.6103	 25.9643	 10.4295	 .050976	 .567060	 -.01827	 1.98044	 .009196	 5.60727	 .281190	 .000000	 102.482
0	-20.341	5.2315	55	8	965	 56.2769	 25.8559	 10.1394	 .259662	 .495946	 .022346	 2.10335	 .046674	 5.48979	 .143198	 .000000	 100.833
0	-20.3405	5.2315	56	8	966	 57.1249	 26.2315	 10.7738	 .228157	 .446031	 .022084	 2.27876	 .234710	 5.66783	 .224358	 .000000	 103.232
0	-20.34	5.2315	57	8	967	 56.6937	 26.5418	 9.61044	 .202816	 .568464	 -.01798	 1.66320	 -.04668	 5.62657	 .315212	 .000000	 101.158
0	-20.3395	5.2315	58	8	968	 57.7457	 25.9369	 9.89507	 .203058	 .595649	 .063563	 1.48648	 -.00890	 5.62746	 .234749	 .000000	 101.780
0	-20.339	5.2315	59	8	969	 57.4000	 27.9657	 10.5743	 .382845	 .698218	 .022612	 1.30901	 -.04674	 5.78031	 .119651	 .000000	 104.206
0	-20.3385	5.2315	60	8	970	 56.9620	 27.2941	 9.11595	 .264935	 .651826	 .104796	 1.13340	 .067348	 5.71001	 .017041	 .000000	 101.321
0	-20.338	5.2315	61	8	971	 58.6575	 26.5676	 9.06126	 .086206	 .477438	 .064282	 1.15214	 -.00785	 5.90805	 .132006	 .000000	 102.099
0	-20.3375	5.2315	62	8	972	 58.4613	 28.3571	 9.93809	 .294597	 .601688	 -.05861	 1.13319	 .029415	 5.73070	 .085209	 .000000	 104.573
